id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,beds,price,availability_365,number_of_reviews,review_scores_rating
23534377,Condo in Greater London · ★4.28 · 1 bedroom · 1 bed · 1 shared bath,43355876,Simon,04-09-2015,"Lambeth, United Kingdom",100%,100%,0,3,1,Lambeth,Private room,2,1,$97.00,234,18,4.28
51434359,Home in Greater London · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,74736028,Alexandra,30-05-2016,"London, United Kingdom",100%,39%,0,3,1,Hackney,Entire home/apt,6,3,$210.00,46,10,5
51444247,Rental unit in Greater London · 2 bedrooms · 2 beds · 2 baths,224866971,Sonder (London),08-11-2018,"London, United Kingdom",99%,98%,0,390,0,Westminster,Entire home/apt,4,2,$342.00,176,0,
23571215,Rental unit in London · 1 bedroom · 1 bed · 2 shared baths,24357484,Jess,01-12-2014,"England, United Kingdom",N/A,N/A,0,1,1,Tower Hamlets,Private room,2,1,$26.00,0,0,
23707314,Rental unit in London · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,14524830,Stefan,21-04-2014,"London, United Kingdom",N/A,N/A,0,1,1,Kensington and Chelsea,Private room,1,1,$45.00,0,3,4.67
51609419,Rental unit in Greater London · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,257785299,Anna,24-04-2019,"New Barnet, United Kingdom",67%,97%,0,4,1,Barnet,Private room,2,1,$27.00,14,41,4.95
51670671,Condo in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,418620301,Saba,15-08-2021,"England, United Kingdom",67%,63%,0,2,1,Greenwich,Entire home/apt,2,2,$80.00,114,8,5
51840580,Rental unit in Greater London · ★4.32 · 2 bedrooms · 3 beds · 2 baths,240473406,Etsh,01-02-2019,"London, United Kingdom",100%,100%,0,104,1,Kensington and Chelsea,Entire home/apt,6,3,$142.00,83,65,4.32
51855175,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,171652497,Suzannah,04-02-2018,"Cardiff, United Kingdom",100%,0%,0,1,1,Southwark,Entire home/apt,2,1,$300.00,267,3,5
23745489,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,7458581,Jasper,13-07-2013,"London, United Kingdom",N/A,N/A,0,1,1,Lewisham,Private room,2,1,$39.00,0,12,5
23864568,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,21587943,Char,21-09-2014,"London, United Kingdom",N/A,N/A,0,1,1,Southwark,Private room,1,1,$25.00,0,3,5
23888375,Rental unit in London · 1 bedroom · 1 bed · 1 private bath,81921461,Rtl,05-07-2016,"London, United Kingdom",N/A,N/A,0,4,1,Haringey,Private room,2,1,$25.00,0,2,5
51857171,Condo in Greater London · ★4.25 · 3 bedrooms · 3 beds · 2 baths,11465210,Sarah,20-01-2014,United Kingdom,100%,0%,0,2,1,Camden,Entire home/apt,7,3,$350.00,360,4,4.25
23926156,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,174207265,Jan,19-02-2018,"England, United Kingdom",N/A,N/A,0,2,0,Westminster,Private room,1,1,,0,0,
51905168,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,6899300,Mostafa,13-06-2013,"London, United Kingdom",100%,21%,0,1,0,Tower Hamlets,Entire home/apt,2,1,$110.00,74,17,5
24100600,Rental unit in Greater London · 2 bedrooms · 2 beds · 1 bath,69819379,Leilabozon@Hotmail.Fr,01-05-2016,"Ermont, France",N/A,N/A,0,1,1,Tower Hamlets,Entire home/apt,4,2,$85.00,0,2,5
24110549,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,58904079,Jo,15-02-2016,"London, United Kingdom",100%,83%,0,1,1,Wandsworth,Entire home/apt,2,1,$170.00,31,5,5
52065471,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,8080044,Zaïsha,11-08-2013,"London, United Kingdom",100%,100%,1,10,1,Hackney,Entire home/apt,2,1,$153.00,158,7,5
24128067,Rental unit in Greater London · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,1674056,Kaye,30-01-2012,"London, United Kingdom",93%,51%,1,1,1,Lambeth,Private room,2,1,$42.00,0,334,4.88
24327752,Townhouse in London · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,27120664,Sarah,02-02-2015,"London, United Kingdom",80%,100%,0,6,1,Barnet,Private room,1,1,$23.00,0,14,4.93
24374115,Rental unit in Greater London · 1 bedroom · 1 bed · 1 shared bath,26848101,Emma,28-01-2015,"London, United Kingdom",N/A,N/A,0,1,1,Haringey,Private room,1,1,$35.00,0,0,
24530359,Condo in Greater London · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,2353375,S,12-05-2012,"London, United Kingdom",100%,64%,1,5,1,Islington,Private room,4,2,$69.00,0,7,4.86
24567788,Rental unit in London · 1 bedroom · 1 bed · 1 shared bath,185625991,Deepa,22-04-2018,"England, United Kingdom",0%,0%,0,2,0,Lewisham,Private room,2,1,$52.00,357,0,
52079341,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,207379352,Razz,04-08-2018,"England, United Kingdom",100%,83%,0,5,1,Redbridge,Private room,2,1,$43.00,341,13,5
52115133,Condo in Greater London · ★3.33 · 1 bedroom · 1 bed · 1 bath,222400913,Jos,24-10-2018,,100%,79%,0,44,1,Waltham Forest,Entire home/apt,1,1,$50.00,81,3,3.33
24576099,Rental unit in Greater London · 1 bedroom · 3 beds · 1 bath,6303970,Hela,09-05-2013,"Paris, France",N/A,N/A,0,4,1,Brent,Entire home/apt,5,3,$72.00,0,0,
52275107,Home in New Addington · ★4.58 · 3 bedrooms · 4 beds · 1 bath,423120813,Samuel,15-09-2021,,100%,96%,1,1,1,Croydon,Entire home/apt,6,4,$153.00,341,31,4.58
24580326,Rental unit in Greater London · ★4.56 · 1 bedroom · 1 bed · 1 private bath,6023920,Anne,21-04-2013,"London, United Kingdom",N/A,N/A,0,4,1,Islington,Private room,2,1,$85.00,0,9,4.56
52283348,Home in Greater London · 1 bedroom · 1 bed · 1 private bath,12130580,Bruno,10-02-2014,"London, United Kingdom",100%,100%,0,5,1,Southwark,Private room,2,1,$55.00,0,1,5
52284650,Condo in Greater London · ★4.90 · 1 bedroom · 1 bed · 1 bath,1385196,Evelin,08-11-2011,"London, United Kingdom",100%,73%,1,1,1,Newham,Entire home/apt,2,1,$76.00,8,21,4.9
24589347,Rental unit in Greater London · ★4.91 · 3 bedrooms · 4 beds · 2 baths,185818975,Yolanda,23-04-2018,,67%,79%,1,2,1,Hammersmith and Fulham,Entire home/apt,6,4,$259.00,209,22,4.91
24612055,Home in Greater London · 1 bedroom · 2 beds · 1 bath,22645951,Myrto,17-10-2014,"England, United Kingdom",N/A,N/A,0,1,1,Hackney,Entire home/apt,4,2,$69.00,0,0,
52289973,Condo in Greater London · ★4.75 · 1 bedroom · 2 beds · 1 bath,4652152,Bella,10-01-2013,"London, United Kingdom",100%,75%,0,1,1,Southwark,Entire home/apt,3,2,$120.00,7,4,4.75
52301110,Townhouse in Greater London · ★4.86 · 2 bedrooms · 2 beds · 2 baths,420788086,Samantha,30-08-2021,"London, United Kingdom",60%,80%,0,1,1,Brent,Entire home/apt,4,2,$140.00,362,14,4.86
24723813,Home in Greater London · ★4.64 · 1 bedroom · 1 bed · 1.5 shared baths,186134210,Anne Rose,24-04-2018,"England, United Kingdom",100%,100%,0,1,1,Hammersmith and Fulham,Private room,3,1,$61.00,0,206,4.64
52320458,Condo in Greater London · ★4.78 · 1 bedroom · 1.5 shared baths,410703024,Eiad,03-07-2021,"England, United Kingdom",100%,95%,0,7,1,Merton,Shared room,1,,$28.00,53,23,4.78
52347696,Condo in Greater London · 3 bedrooms · 3 beds · 2 baths,15714243,Paul,19-05-2014,"London, United Kingdom",100%,100%,0,1,1,Islington,Entire home/apt,6,3,$254.00,26,2,4.5
24728589,Rental unit in Worcester Park · ★4.33 · 1 bedroom · 1 bed · 1 bath,59207317,Marie-Laure,17-02-2016,"London, United Kingdom",N/A,N/A,0,1,0,Sutton,Entire home/apt,2,1,,0,3,4.33
52350507,Townhouse in Greater London · ★4.92 · 2 bedrooms · 2 beds · 1 bath,44639269,Luke,20-09-2015,"Twickenham, United Kingdom",100%,30%,0,1,1,Richmond upon Thames,Entire home/apt,4,2,$285.00,352,12,4.92
24774536,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,6350143,Pip,12-05-2013,"London, United Kingdom",N/A,N/A,0,1,0,Lambeth,Private room,2,1,$40.00,0,0,
52462899,Condo in Greater London · ★4.83 · 3 bedrooms · 3 beds · 2 baths,59632742,Snug Corner,20-02-2016,,100%,100%,1,5,1,Southwark,Entire home/apt,6,3,$298.00,0,18,4.83
52471687,Condo in Greater London · ★4.65 · 2 bedrooms · 3 beds · 1 bath,339972728,Antonello,03-03-2020,"London, United Kingdom",91%,98%,0,5,1,Lambeth,Entire home/apt,4,3,$175.00,232,43,4.65
52473978,Condo in Greater London · ★3.88 · 1 bedroom · 1 bed · 1.5 baths,37388341,Tunji,03-07-2015,"Dagenham, United Kingdom",90%,100%,0,10,1,Newham,Entire home/apt,3,1,$90.00,330,17,3.88
52485839,Home in Greater London · 3 bedrooms · 5 beds · 1.5 baths,6963028,Martha,17-06-2013,"England, United Kingdom",100%,100%,1,3,1,Haringey,Entire home/apt,8,5,$150.00,0,1,5
52502976,Home in Greater London · ★4.83 · 3 bedrooms · 3 beds · 1.5 baths,324570284,Hayley,05-01-2020,"England, United Kingdom",100%,58%,1,1,1,Hammersmith and Fulham,Entire home/apt,5,3,$300.00,191,35,4.83
24956323,Loft in Greater London · ★4.95 · 2 bedrooms · 2 beds · 1 bath,2974624,Kirsty,18-07-2012,"London, United Kingdom",100%,100%,0,5,1,Southwark,Entire home/apt,4,2,$221.00,21,38,4.95
52503265,Loft in Greater London · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,424961899,Trevor,28-09-2021,"London, United Kingdom",100%,100%,1,3,1,Brent,Private room,2,1,$85.00,15,52,4.9
24960826,Rental unit in Kingston upon Thames · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,130417375,Wilson,15-05-2017,"England, United Kingdom",N/A,N/A,0,4,1,Kingston upon Thames,Private room,2,1,$25.00,0,61,4.48
52526249,Home in Greater London · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,423335289,Lee,16-09-2021,,100%,100%,1,10,1,Greenwich,Private room,2,1,$104.00,327,7,4.71
52533759,Condo in Greater London · 1 bedroom · 1 bed · 1 bath,222400913,Jos,24-10-2018,,100%,79%,0,44,1,Waltham Forest,Entire home/apt,1,1,$50.00,109,1,2
25155551,Townhouse in Greater London · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,14390361,Charlotte,17-04-2014,"London, United Kingdom",100%,96%,1,3,1,Wandsworth,Private room,2,1,$45.00,0,70,4.99
52544888,Rental unit in Greater London · ★4.40 · 1 bedroom · 1 bed · 1 bath,425284085,Charlie,30-09-2021,,100%,100%,0,6,1,Kensington and Chelsea,Entire home/apt,2,1,$160.00,348,5,4.4
52705071,Condo in Greater London · ★5.0 · 1 bedroom · 2 beds · 1 bath,22363308,Emmet,10-10-2014,"England, United Kingdom",N/A,50%,0,2,1,Newham,Entire home/apt,3,2,$95.00,0,4,5
25185981,Home in London · ★5.0 · 1 bedroom · 1 bed · 1 private bath,97717690,Jackie,03-10-2016,"England, United Kingdom",N/A,N/A,0,2,0,Hammersmith and Fulham,Private room,1,1,$50.00,0,9,5
25254852,Rental unit in Greater London · ★4.0 · 2 bedrooms · 2 beds · 1.5 baths,66464265,Natalie,09-04-2016,"Kingston upon Thames, United Kingdom",N/A,N/A,0,2,0,Richmond upon Thames,Entire home/apt,3,2,$195.00,0,3,4
52716449,Condo in Greater London · ★4.80 · 2 bedrooms · 2 beds · 1 bath,61773896,Jenni,06-03-2016,"London, United Kingdom",N/A,25%,0,5,1,Southwark,Entire home/apt,4,2,$209.00,290,10,4.8
25386499,Rental unit in Greater London · ★4.59 · Studio · 1 bed · 1 bath,71989399,Roysul,14-05-2016,"London, United Kingdom",N/A,N/A,0,5,1,Lambeth,Entire home/apt,2,1,$40.00,0,49,4.59
52849528,Condo in Greater London · ★4.75 · 1 bedroom · 1 bed · 1 bath,8151475,Chloe,14-08-2013,"London, United Kingdom",N/A,N/A,0,1,1,Hammersmith and Fulham,Entire home/apt,2,1,$110.00,0,4,4.75
25428339,Rental unit in Greater London · ★4.95 · 2 bedrooms · 2 beds · 2 baths,13770205,Stephen,01-04-2014,"London, United Kingdom",100%,99%,1,43,1,Tower Hamlets,Entire home/apt,4,2,$125.00,324,44,4.95
25476841,Rental unit in London · 1 bedroom · 1 bed · 1.5 shared baths,192285583,Bruce,29-05-2018,,N/A,N/A,0,1,0,Hackney,Private room,2,1,,0,0,
52880255,Home in Greater London · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,29966800,Lee,25-03-2015,"London, United Kingdom",100%,100%,1,1,1,Tower Hamlets,Private room,1,1,$59.00,157,35,4.83
52880827,Condo in Greater London · ★4.65 · 1 bedroom · 1 bed · 1 bath,45571754,Lee,02-10-2015,"London, United Kingdom",70%,54%,0,2,1,Islington,Entire home/apt,2,1,$93.00,122,40,4.65
53021022,Rental unit in Greater London · ★4.25 · 1 bedroom · 1 bed · 1 bath,317897176,Beenish,15-12-2019,"London, United Kingdom",100%,58%,0,1,1,Hammersmith and Fulham,Entire home/apt,2,1,$134.00,259,4,4.25
53037776,Serviced apartment in Greater London · 2 bedrooms · 4 beds · 1 bath,184761028,Aaron,17-04-2018,"London, United Kingdom",97%,100%,0,74,1,Hounslow,Entire home/apt,6,4,$175.00,68,1,4
53039104,Serviced apartment in Greater London · ★3.86 · 3 bedrooms · 4 beds · 3 baths,194048242,Ashburn,07-06-2018,,100%,100%,0,17,1,Kensington and Chelsea,Entire home/apt,7,4,$715.00,294,7,3.86
25700994,Hotel in London · ★4.34 · 1 bedroom · 2 beds · 1 private bath,193384906,Dan,04-06-2018,"London, United Kingdom",90%,99%,0,5,1,Kensington and Chelsea,Private room,2,2,$127.00,276,58,4.34
53164832,Condo in Greater London · 1 bedroom · 1 bed · 1 bath,337934915,Mark,21-02-2020,,60%,79%,0,16,1,Barnet,Entire home/apt,3,1,$120.00,364,0,
53208930,Home in Greater London · ★4.94 · 3 bedrooms · 3 beds · 2.5 baths,2106227,Hannah,10-04-2012,"London, United Kingdom",100%,80%,0,1,1,Redbridge,Entire home/apt,5,3,$200.00,68,17,4.94
53230977,Condo in Greater London · 1 bedroom · 1 bed · 1 bath,337934915,Mark,21-02-2020,,60%,79%,0,16,1,Barnet,Entire home/apt,3,1,$140.00,364,2,5
25706308,Rental unit in Greater London · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,159755814,Jack,22-11-2017,"London, United Kingdom",90%,100%,1,1,1,Westminster,Private room,2,1,$122.00,58,365,4.89
53301211,Home in Greater London · ★4.97 · 1 bedroom · 1 bed · 1 private bath,82233718,Nyasha,07-07-2016,"England, United Kingdom",100%,97%,0,2,1,Hackney,Private room,2,1,$70.00,172,66,4.97
53303022,Rental unit in Greater London · ★4.68 · 1 bedroom · 1 bed · 1 bath,29211630,Eli,12-03-2015,"London, United Kingdom",100%,96%,0,33,1,Hounslow,Entire home/apt,4,1,$109.00,343,28,4.68
53409285,Boutique hotel in Greater London · ★4.61 · 1 bedroom · 1 private bath,217727211,London House,28-09-2018,"England, United Kingdom",100%,100%,0,27,1,Westminster,Private room,1,,$88.00,39,94,4.61
53439991,Rental unit in Greater London · ★4.71 · 1 bedroom · 1 bed · 1 bath,40532461,Lesley,04-08-2015,"London, United Kingdom",100%,94%,0,3,1,Hackney,Entire home/apt,2,1,$143.00,0,23,4.71
25768390,Home in Greater London · 1 bedroom · 1 bed · 1 bath,97743864,Alan,03-10-2016,"Sherman, CT",N/A,86%,1,3,1,Merton,Entire home/apt,2,1,$189.00,0,0,
25794655,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,193843490,Sam,06-06-2018,,N/A,N/A,0,1,0,Islington,Entire home/apt,2,1,,0,2,5
53440225,Bed and breakfast in Greater London · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,77706000,Tania,14-06-2016,"England, United Kingdom",100%,98%,0,2,1,Kensington and Chelsea,Private room,1,1,$89.00,0,90,4.74
25806169,Rental unit in Greater London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,35986413,Rob,16-06-2015,"London, United Kingdom",N/A,N/A,0,1,1,Tower Hamlets,Entire home/apt,4,2,$80.00,0,3,5
53441806,Condo in Greater London · 1 bedroom · 1 bed · 1 bath,21602113,Adi,21-09-2014,"London, United Kingdom",100%,93%,0,2,1,Lewisham,Entire home/apt,2,1,$50.00,40,0,
53571440,Home in Greater London · 1 bedroom · 1 bed · 1 shared bath,96418046,Anam,23-09-2016,"England, United Kingdom",N/A,N/A,0,4,1,Redbridge,Private room,2,1,$60.00,0,0,
53602968,Rental unit in Greater London · ★3.90 · 1 bedroom · 2 beds · 1 bath,430941352,Santino,08-11-2021,,100%,96%,0,12,1,Camden,Entire home/apt,4,2,$191.00,338,21,3.9
25970291,Home in Greater London · ★4.96 · 1 bedroom · 1 bed · 1 private bath,193428093,Manel,04-06-2018,"London, United Kingdom",100%,100%,0,1,1,Ealing,Private room,2,1,$40.00,0,72,4.96
53718977,Home in Greater London · ★4.50 · 1 bedroom · 1 bed · 1.5 baths,22412846,Joel,11-10-2014,"London, United Kingdom",100%,100%,0,24,1,Westminster,Private room,2,1,$128.00,58,32,4.5
26300485,Home in Greater London · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,197749046,Amelia,24-06-2018,"England, United Kingdom",94%,61%,1,1,1,Richmond upon Thames,Private room,1,1,$50.00,333,96,4.83
53719523,Condo in Greater London · ★5.0 · 1 bedroom · 2 beds · 2 shared baths,46317004,Rónán Falsey,11-10-2015,"England, United Kingdom",100%,58%,1,1,1,Enfield,Private room,2,2,$28.00,123,13,5
53720199,Condo in Greater London · ★3.89 · 2 bedrooms · 2 beds · 1 bath,28820321,Veronica,05-03-2015,"London, United Kingdom",99%,99%,0,812,1,Westminster,Entire home/apt,4,2,$219.00,354,18,3.89
53750159,Condo in Greater London · 2 bedrooms · 2 beds · 2 baths,337934915,Mark,21-02-2020,,60%,79%,0,16,1,Barnet,Entire home/apt,5,2,$200.00,365,2,3.5
26316909,Hostel in London · ★4.52 · 1 bedroom · 1 bed · 0 baths,48145020,Goodenough College,04-11-2015,"London, United Kingdom",60%,97%,0,6,1,Camden,Hotel room,1,1,$120.00,47,44,4.52
26349015,Home in Greater London · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,157759941,Nana,07-11-2017,"England, United Kingdom",98%,100%,0,56,1,Kensington and Chelsea,Private room,1,1,$50.00,15,11,4.73
26431592,Loft in London · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,8746986,Raoul,10-09-2013,"London, United Kingdom",100%,96%,1,1,1,Islington,Private room,1,1,$87.00,345,43,4.93
53762304,Serviced apartment in Greater London · ★4.86 · 1 bedroom · 1 bed · 1 bath,432892486,Mayu,21-11-2021,"England, United Kingdom",100%,97%,0,8,1,Lewisham,Entire home/apt,2,1,$98.00,364,7,4.86
53764092,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,215357262,Alex,14-09-2018,"London, United Kingdom",96%,96%,0,101,1,Westminster,Entire home/apt,4,1,$235.00,69,2,5
26779124,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,19521339,Ines,05-08-2014,"London, United Kingdom",N/A,N/A,0,1,0,Kensington and Chelsea,Private room,1,1,$40.00,0,5,5
53767732,Condo in Greater London · ★4.79 · 1 bedroom · 1 bed · 1 bath,434244098,Giulia Maria,01-12-2021,"London, United Kingdom",95%,100%,0,44,1,Westminster,Entire home/apt,4,1,$200.00,0,14,4.79
26859171,Rental unit in London · ★4.66 · 1 bedroom · 1 bed · 1 private bath,166617599,Ben,08-01-2018,"London, United Kingdom",100%,99%,0,64,1,Wandsworth,Private room,2,1,$90.00,70,299,4.66
27026764,Rental unit in Greater London · ★4.79 · 3 bedrooms · 3 beds · 2 baths,10255155,Rhys And Magda,25-11-2013,"London, United Kingdom",100%,92%,1,2,1,Wandsworth,Entire home/apt,6,3,$301.00,63,110,4.79
53784173,Condo in Greater London · ★4.76 · 3 bedrooms · 3 beds · 2 baths,15553516,Simon,15-05-2014,"England, United Kingdom",100%,99%,1,10,1,Westminster,Entire home/apt,6,3,$579.00,351,17,4.76
53785281,Condo in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 bath,7869067,Kat,01-08-2013,"London, United Kingdom",100%,92%,0,1,1,Hackney,Entire home/apt,2,1,$175.00,61,6,5
53871255,Hotel in Greater London · ★3.71 · 1 bedroom · 1 bed · 1 private bath,430395887,Heeton Concept Hotel Kensington,04-11-2021,,100%,100%,0,16,1,Kensington and Chelsea,Private room,2,1,$229.00,354,7,3.71
53879440,Condo in Greater London · ★4.67 · 1 bedroom · 1 bed · 1 bath,245940149,Laura,28-02-2019,"England, United Kingdom",100%,100%,0,9,1,Tower Hamlets,Entire home/apt,2,1,$140.00,314,9,4.67
53885998,Condo in Greater London · ★4.79 · 1 bedroom · 1 bed · 1 bath,215103867,David,12-09-2018,"England, United Kingdom",100%,99%,1,58,1,Kensington and Chelsea,Entire home/apt,3,1,$237.00,175,19,4.79
53888848,Serviced apartment in Greater London · 1 bedroom · 1 bed · 1 bath,215357262,Alex,14-09-2018,"London, United Kingdom",96%,96%,0,101,1,Westminster,Entire home/apt,4,1,$241.00,344,0,
53892427,Condo in Greater London · ★4.31 · 2 bedrooms · 2 beds · 2 baths,48165024,Property By Capital,04-11-2015,"London, United Kingdom",97%,100%,0,532,1,Kensington and Chelsea,Entire home/apt,6,2,$300.00,169,16,4.31
27040266,Rental unit in London · ★4.20 · Studio · 1 bed · 1 bath,198261163,Boutique Apartments W14,26-06-2018,,N/A,N/A,0,12,1,Hammersmith and Fulham,Entire home/apt,2,1,$90.00,0,35,4.2
53918540,Home in Greater London · 1 bedroom · 1 bed · 1 shared bath,303622628,Junior,21-10-2019,"England, United Kingdom",0%,75%,0,17,1,Croydon,Private room,2,1,$51.00,343,0,
53935877,Condo in Greater London · 1 bedroom · 1 bed · 1 bath,13070139,James,12-03-2014,"London, United Kingdom",N/A,N/A,0,1,1,Hackney,Entire home/apt,2,1,$104.00,184,0,
53947266,Rental unit in Greater London · ★4.63 · 1 bedroom · 1 bed · 1 bath,89355192,Shlome,11-08-2016,"London, United Kingdom",100%,100%,0,262,1,Haringey,Entire home/apt,2,1,$82.00,268,40,4.63
27058952,Rental unit in Greater London · ★4.76 · 1 bedroom · 2 beds · 1 bath,14513165,Flynne,20-04-2014,"London, United Kingdom",N/A,N/A,0,2,1,Lewisham,Entire home/apt,4,2,$85.00,0,32,4.76
54123254,Townhouse in Greater London · 2 bedrooms · 2 beds · 1 bath,15380960,Farhad,11-05-2014,"London, United Kingdom",N/A,N/A,0,1,0,Haringey,Entire home/apt,5,2,$200.00,365,0,
27110029,Home in Greater London · 1 bedroom · 1 bed · 1 private bath,95591929,Siobhan,17-09-2016,"Arnold, United Kingdom",N/A,N/A,0,2,0,Croydon,Private room,2,1,,0,0,
54143483,Home in Greater London · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,1569164,Colin,05-01-2012,"England, United Kingdom",N/A,74%,1,1,1,Waltham Forest,Private room,2,1,$65.00,0,41,4.95
27117103,Rental unit in Greater London · ★4.33 · 1 bedroom · 1 bed · 1.5 shared baths,125150819,Kelly Destiny,10-04-2017,"London, United Kingdom",100%,100%,0,5,1,Wandsworth,Private room,2,1,$43.00,71,6,4.33
27127257,Rental unit in Greater London · 1 bedroom · 1 bed · 1 private bath,203532772,Veronica,19-07-2018,"London, United Kingdom",N/A,N/A,0,2,1,Wandsworth,Private room,2,1,$55.00,0,1,5
54164644,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,48136162,Eleni,04-11-2015,"London, United Kingdom",100%,100%,0,1,1,Southwark,Private room,2,1,$80.00,358,11,5
27245426,Rental unit in Greater London · 2 bedrooms · 2 beds · 1.5 baths,142555552,Lucy,26-07-2017,,N/A,N/A,0,2,0,Islington,Entire home/apt,4,2,,0,0,
54392817,Condo in Greater London · ★4.87 · 2 bedrooms · 2 beds · 2 baths,417777183,Jaklin,10-08-2021,,100%,100%,1,2,1,Barnet,Entire home/apt,4,2,$179.00,0,38,4.87
27276455,Rental unit in Greater London · ★4.80 · 1 bedroom · 1 bed · 1 private bath,24668153,Camille,09-12-2014,"Paris, France",N/A,N/A,0,1,1,Camden,Private room,2,1,$34.00,0,5,4.8
54398615,Bed and breakfast in Greater London · 1 bedroom · 1 bed · 1 bath,439486063,Madusanka,08-01-2022,"England, United Kingdom",10%,43%,0,2,1,Bexley,Private room,1,1,$29.00,364,0,
27287812,Rental unit in London · ★4.25 · 2 bedrooms · 2 beds · 2 baths,88025594,Nick,04-08-2016,"London, United Kingdom",100%,100%,0,14,1,Greenwich,Entire home/apt,6,2,$117.00,342,4,4.25
54400448,Condo in Greater London · ★4.78 · 1 bedroom · 2 beds · 1 bath,2517788,Daniella,01-06-2012,"London, United Kingdom",N/A,N/A,0,1,0,Wandsworth,Entire home/apt,3,2,$90.00,0,18,4.78
5.45E+17,Home in Greater London · ★3.33 · 3 bedrooms · 3 beds · 2.5 baths,165675868,Venus,03-01-2018,"London, United Kingdom",94%,94%,0,88,1,Westminster,Entire home/apt,6,3,$586.00,65,3,3.33
27299834,Rental unit in Greater London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,74420375,Robert,28-05-2016,"London, United Kingdom",N/A,N/A,0,1,1,Lewisham,Private room,2,1,$45.00,0,4,5
5.46E+17,Rental unit in Greater London · ★4.0 · 1 bedroom · 1 bed · 1 bath,376149689,Ian,18-11-2020,,100%,95%,0,4,1,Westminster,Entire home/apt,2,1,$105.00,132,9,4
27330639,Rental unit in Greater London · ★4.67 · 2 bedrooms · 2 beds · 1 bath,9209073,Hayley,03-10-2013,"London, United Kingdom",N/A,N/A,0,2,1,Lambeth,Entire home/apt,4,2,$95.00,0,3,4.67
27473090,Rental unit in Greater London · ★4.93 · 2 bedrooms · 2 beds · 1 bath,5320103,Debbie,04-03-2013,"London, United Kingdom",100%,83%,0,2,1,Greenwich,Entire home/apt,4,2,$100.00,0,41,4.93
27600427,Serviced apartment in Marylebone · Studio · 1 bed · 1 bath,208038588,AKA Marylebone,07-08-2018,,90%,100%,0,10,1,Westminster,Entire home/apt,2,1,$347.00,353,0,
5.47E+17,Home in Greater London · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,93443225,Susan,04-09-2016,,N/A,N/A,0,1,1,Hackney,Private room,2,1,$60.00,0,5,5
5.54E+17,Condo in Greater London · ★4.33 · 4 bedrooms · 4 beds · 5.5 baths,31163989,Clarissa,13-04-2015,"London, United Kingdom",100%,100%,0,142,1,Westminster,Entire home/apt,10,4,"$2,875.00",90,3,4.33
5.54E+17,Home in Greater London · ★4.89 · Studio · 1 bed · 1 private bath,22724814,Rachel,19-10-2014,"London, United Kingdom",100%,89%,1,26,1,Richmond upon Thames,Private room,2,1,$53.00,0,84,4.89
5.55E+17,Rental unit in Greater London · ★4.43 · 1 bedroom · 1 bed · 1 bath,1432477,City Relay,22-11-2011,"London, United Kingdom",98%,97%,0,566,1,Hounslow,Entire home/apt,2,1,$240.00,355,7,4.43
